"BusinessEntityID","QuotaDate","SalesQuota","rowguid","ModifiedDate"
"278","2012-08-30 00:00:00","329000.0000","B06507B8-6A96-4819-AC31-A77411C9B777","2012-07-16 00:00:00"
"278","2012-11-30 00:00:00","239000.0000","4580482F-A91E-4482-A95D-FC7BCE1A2E01","2012-10-16 00:00:00"
"278","2013-02-28 00:00:00","418000.0000","C7A90E1B-3B08-4B58-84F7-8F70C9092D86","2013-01-14 00:00:00"
"278","2013-05-30 00:00:00","507000.0000","0E252D7F-F0A3-493A-93FF-1ACA0FBFE0AD","2013-04-15 00:00:00"
"278","2013-08-30 00:00:00","453000.0000","F22DFA8F-2D6D-4CA1-9ABF-48D8B2B4F705","2013-07-16 00:00:00"
"278","2013-11-30 00:00:00","280000.0000","F30D6135-6631-406A-A396-BE71E1BD87CF","2013-10-16 00:00:00"
"278","2014-03-01 00:00:00","390000.0000","0696B200-1180-4150-9BDF-0EC0A83C78BF","2014-01-15 00:00:00"
"279","2011-05-31 00:00:00","669000.0000","C40AC76F-5027-4417-9B60-CB1210AC079A","2011-04-16 00:00:00"
"279","2011-08-31 00:00:00","917000.0000","982237B6-4533-4DCB-907A-9E15D45AFA59","2011-07-17 00:00:00"
"279","2011-12-01 00:00:00","780000.0000","20819180-2DE9-41FE-9EFB-6513453D69A0","2011-10-17 00:00:00"
"279","2012-02-29 00:00:00","802000.0000","B762B64B-0E51-41C9-889F-1535BF553BED","2012-01-15 00:00:00"
"279","2012-05-30 00:00:00","734000.0000","480C5A5B-E2AC-4C72-930B-B80E770FB14B","2012-04-15 00:00:00"
"279","2012-08-30 00:00:00","647000.0000","660A70A8-CE25-4CEC-8866-FB50C5377BEC","2012-07-16 00:00:00"
"279","2012-11-30 00:00:00","571000.0000","E7F639AC-53C3-4B66-8ECD-5F71E7CACB99","2012-10-16 00:00:00"
"279","2013-02-28 00:00:00","572000.0000","173AD1F3-C953-4182-8168-97190CA5F929","2013-01-14 00:00:00"
"279","2013-05-30 00:00:00","950000.0000","399FAA31-8935-4E8A-8AE6-9B3DEB5BF5E0","2013-04-15 00:00:00"
"279","2013-08-30 00:00:00","675000.0000","3BD5FB9E-0D3C-41B5-A619-CB98D6E5B7FE","2013-07-16 00:00:00"
"279","2013-11-30 00:00:00","538000.0000","95B4B50B-08E7-4B71-A68C-B55F9400395B","2013-10-16 00:00:00"
"279","2014-03-01 00:00:00","686000.0000","BB8C5BB9-475D-438B-A611-17A20F4A6B91","2014-01-15 00:00:00"
"280","2011-05-31 00:00:00","165000.0000","4F97C4D6-9C4C-4915-9CA4-EAB679D373F6","2011-04-16 00:00:00"
"280","2011-08-31 00:00:00","469000.0000","BA494EA7-5CED-4044-995C-39A69DD68B34","2011-07-17 00:00:00"
"280","2011-12-01 00:00:00","264000.0000","D2FE8C53-8307-4C36-9571-F5648DA24CA2","2011-10-17 00:00:00"
"280","2012-02-29 00:00:00","301000.0000","B9C12814-44B8-47CE-8DB8-45A7C91E360B","2012-01-15 00:00:00"
"280","2012-05-30 00:00:00","210000.0000","1EA57383-0BE7-46E8-BFB9-21034FABE6CC","2012-04-15 00:00:00"
"280","2012-08-30 00:00:00","226000.0000","876E5DD7-DE44-4497-BB38-08B1D56A9F5D","2012-07-16 00:00:00"
"280","2012-11-30 00:00:00","190000.0000","3E7198AA-2BF8-4050-9050-091D14F61FF1","2012-10-16 00:00:00"
"280","2013-02-28 00:00:00","224000.0000","ADC65C86-AFEE-4A07-80D9-F23039954C4A","2013-01-14 00:00:00"
"280","2013-05-30 00:00:00","319000.0000","58E9567D-5174-4A27-A95A-11DA6E6DC585","2013-04-15 00:00:00"
"280","2013-08-30 00:00:00","450000.0000","FCEB753B-9A73-445A-937F-BA7EC99385B4","2013-07-16 00:00:00"
"280","2013-11-30 00:00:00","343000.0000","A5CCD7A0-F696-489E-8D9B-73904D898DC6","2013-10-16 00:00:00"
"280","2014-03-01 00:00:00","390000.0000","BFF32188-2095-43B6-88FF-4CDCDD7C2F4C","2014-01-15 00:00:00"
"281","2011-05-31 00:00:00","460000.0000","FCEF2AF1-6183-41B3-A04F-2EAD88389267","2011-04-16 00:00:00"
"281","2011-08-31 00:00:00","549000.0000","AD3E7040-3F1F-485E-A716-F7D18CE09E76","2011-07-17 00:00:00"
"281","2011-12-01 00:00:00","473000.0000","90489216-EA7E-43B0-BE90-17F2ED47F2E2","2011-10-17 00:00:00"
"281","2012-02-29 00:00:00","493000.0000","23DCFB7A-4B3F-4302-B88A-989B28C9C32A","2012-01-15 00:00:00"
"281","2012-05-30 00:00:00","1034000.0000","61407C3A-731D-4269-9894-BFA0F447FE79","2012-04-15 00:00:00"
"281","2012-08-30 00:00:00","813000.0000","BFB04C57-F0F4-4422-AA9B-D2A74E67A3A8","2012-07-16 00:00:00"
"281","2012-11-30 00:00:00","470000.0000","49C77875-1C39-4253-8505-BD7FE53A0AE2","2012-10-16 00:00:00"
"281","2013-02-28 00:00:00","555000.0000","F6C65525-B30A-42B5-BE6C-EA63B6BEF320","2013-01-14 00:00:00"
"281","2013-05-30 00:00:00","935000.0000","CB4DE112-C5FA-4B67-8EEB-9F09569C249C","2013-04-15 00:00:00"
"281","2013-08-30 00:00:00","684000.0000","CFA3347D-BBF9-4F9B-8339-6FC0FD0079F4","2013-07-16 00:00:00"
"281","2013-11-30 00:00:00","614000.0000","070F2190-C4FB-4261-98EF-C6B5CA745DE8","2013-10-16 00:00:00"
"281","2014-03-01 00:00:00","724000.0000","634A330E-8683-42D4-824F-39B3F9076270","2014-01-15 00:00:00"
"282","2011-05-31 00:00:00","525000.0000","BDE90D55-C92E-4B0D-8E0C-72FD0EECE610","2011-04-16 00:00:00"
"282","2011-08-31 00:00:00","767000.0000","10C5E693-5182-4951-9F36-0BAE17B3878C","2011-07-17 00:00:00"
"282","2011-12-01 00:00:00","583000.0000","D3AFA546-5A53-47CA-B2AC-49A54D68C090","2011-10-17 00:00:00"
"282","2012-02-29 00:00:00","583000.0000","85CD56A2-F1A1-4E1D-9AB6-F415D811F3C1","2012-01-15 00:00:00"
